                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.2485,                 1.9186,                 1.1942,                0.70703,                0.64257,                0.63349,                0.37037,                 1.3893,                 1.7366,                 1.0253,               0.070129,               0.003319,               0.003319
